OPE ID,School,State,Zip Code,School Type,Dependent Students_Q1,Independent Students_Q1,Quarterly Total_Q1,Dependent Students_Q2,Independent Students_Q2,Quarterly Total_Q2,Dependent Students_Q3,Independent Students_Q3,Quarterly Total_Q3,Dependent Students_Q4,Independent Students_Q4,Quarterly Total_Q4,Dependent Students_Q5,Independent Students_Q5,Quarterly Total_Q5
00288000,ULSTER COUNTY COMMUNITY COLLEGE         ,NY,12484-0557,Public       ,217,96,313,205,162,367,209,176,385,210,123,333,64,78,142
00288100,SUNY WESTCHESTER COMMUNITY COLLEGE      ,NY,10595-1698,Public       ,"1,231",633,"1,864","1,106",897,"2,003","1,159",823,"1,982","1,248",999,"2,247",291,363,654
00288200,SYRACUSE UNIVERSITY                     ,NY,13244-2130,Private      ,"26,860","1,950","28,810","8,234","2,692","10,926","1,639","1,662","3,301",875,935,"1,810",886,539,"1,425"
00288300,UTICA COLLEGE- UTICA                    ,NY,13502-4892,Private      ,"1,677",393,"2,070","1,086",711,"1,797",646,631,"1,277",273,286,559,87,217,304
00288500,ALBANY COLLEGE OF PHARMACY AND HEALTH SC,NY,12208-3492,Private      ,932,104,"1,036",363,190,553,107,124,231,51,59,110,45,20,65
00288600,ALBANY LAW SCHOOL                       ,NY,12208-0000,Private      ,79,190,269,41,368,409,19,261,280,10,140,150,10,58,68
00288700,ALBANY MEDICAL COLLEGE                  ,NY,12208-0000,Private      ,160,380,540,79,567,646,34,135,169,13,68,81,12,37,49
00288900,UNION COLLEGE                           ,NY,12308-2311,Private      ,"2,787",50,"2,837",750,31,781,366,34,400,90,19,109,46,13,59
00289000,UNION THEOLOGICAL SEMINARY              ,NY,10027-0000,Private      ,2,46,48,0,106,106,0,65,65,0,27,27,0,10,10
00289200,UNITED STATES MERCHANT MARINE ACADEMY   ,NY,11024-1634,Public       ,164,9,173,89,8,97,57,14,71,11,4,15,9,1,10
00289400,UNIVERSITY OF ROCHESTER                 ,NY,14627-9000,Private      ,"8,698",537,"9,235","2,480",552,"3,032",268,358,626,191,258,449,188,152,340
00289401,EASTMAN SCH OF MUSIC/UNIV ROCHESTER     ,NY,14604-0000,Private      ,628,84,712,245,171,416,46,57,103,16,18,34,23,12,35
00289402,UNIV OF ROCHESTER SCHL OF MEDICINE      ,NY,14642-0000,Private      ,93,161,254,27,343,370,6,175,181,10,44,54,7,16,23
00289500,VASSAR COLLEGE                          ,NY,12604-0008,Private      ,"4,317",84,"4,401","1,182",88,"1,270",456,55,511,92,32,124,88,14,102
00289600,VILLA MARIA COLLEGE-BUFFALO             ,NY,14225-3999,Private      ,221,48,269,154,52,206,172,72,244,85,68,153,39,25,64
00289900,WAGNER COLLEGE                          ,NY,10301-4495,Private      ,"1,402",73,"1,475",614,102,716,329,111,440,246,74,320,97,31,128
00290000,WEBB INSTITUTE                          ,NY,11542-1398,Private      ,106,4,110,52,1,53,3,2,5,1,0,1,2,2,4
00290100,WELLS COLLEGE                           ,NY,13026-0500,Private      ,381,13,394,252,10,262,145,17,162,33,4,37,15,4,19
00290300,YESHIVA UNIVERSITY                      ,NY,10033-3201,Private      ,858,772,"1,630","1,048","1,129","2,177",508,724,"1,232",181,437,618,128,173,301
00290302,YESHIVA UNIVERSITY - BRONX CAMPUS       ,NY,10461-1975,Private      ,40,61,101,45,96,141,19,62,81,14,57,71,7,23,30
00397600,RABBINICAL ACAD MESIVTA RABBI CHAIM     ,NY,11230-4715,Private      ,1,0,1,2,0,2,5,1,6,0,0,0,3,3,6
00397800,RABBINICAL SEMINARY OF AMERICA          ,NY,11375-0000,Private      ,2,2,4,5,3,8,20,3,23,60,6,66,6,9,15
00397900,COLUMBIA UNIV TEACHERS COLLEGE          ,NY,10027-0000,Private      ,101,544,645,38,"1,343","1,381",16,663,679,13,365,378,5,120,125
00405400,HEBREW UNION COL-JEWISH INST OF REL     ,NY,10012-0000,Private      ,1,22,23,0,113,113,2,16,18,0,5,5,0,1,1
00475900,"CUNY, YORK COLLEGE                      ",NY,11451-0001,Public       ,"3,585",986,"4,571","3,759","1,242","5,001","1,458",927,"2,385",636,718,"1,354",321,333,654
00476500,CUNY GRADUATE SCH & UNIV CTR            ,NY,10016-4309,Public       ,147,993,"1,140",113,"1,465","1,578",135,"1,498","1,633",79,947,"1,026",26,515,541
00477600,CENTRAL YESHIVA TOMCHEI TMIMIM LUBAVITZ ,NY,11213-3619,Private      ,2,1,3,6,2,8,77,2,79,300,7,307,79,8,87
00478800,HERKIMER COUNTY COMMUNITY COLLEGE       ,NY,13350-1598,Public       ,243,133,376,280,174,454,246,207,453,205,191,396,41,125,166
00479800,MIRRER YESHIVA CENTRAL INST             ,NY,11223-2010,Private      ,1,0,1,0,1,1,0,11,11,33,3,36,5,2,7
00479900,MONROE COLLEGE                          ,NY,10468-4305,Proprietary  ,"1,377","1,761","3,138","1,274","1,796","3,070",832,"1,249","2,081",585,"1,246","1,831",203,646,849
00520800,THE COLLEGE OF WESTCHESTER              ,NY,10602-0000,Proprietary  ,141,131,272,192,281,473,129,177,306,83,133,216,28,84,112
00587700,ROBERT J HOCHSTIM SCHOOL OF RADIOG      ,NY,11572-1151,Private      ,3,1,4,1,1,2,0,0,0,0,1,1,0,0,0
00643501,ARNOT OGDEN MEDICAL CENTER              ,NY,14905-1676,Private      ,8,3,11,6,10,16,7,23,30,1,6,7,1,2,3
00643800,PHILLIPS SCHOOL OF NURSING AT MOUNT SINA,NY,10001-6354,Private      ,50,85,135,61,140,201,31,102,133,11,22,33,11,28,39
00644300,COCHRAN SCH NSG-ST JOHN RVSDE HOSP      ,NY,10701-1399,Private      ,9,44,53,6,35,41,9,65,74,3,21,24,5,25,30
00644500,POMEROY COLLEGE OF NURSING AT CROUSE    ,NY,13210-1690,Private      ,25,36,61,27,71,98,,,,,,,,,
00644800,BELANGER SCHOOL OF NURSING              ,NY,12304-1009,Private      ,25,20,45,19,33,52,20,29,49,13,26,39,6,13,19
00646100,SAINT ELIZABETH MEDICAL CENTER          ,NY,13501-2998,Private      ,31,13,44,39,22,61,36,47,83,8,21,29,0,8,8
00646700,SAINT JOSEPH'S COLLEGE OF NURSING       ,NY,13203-1806,Private      ,96,56,152,131,120,251,51,54,105,17,25,42,4,23,27
00678200,GENESEE COMMUNITY COLLEGE               ,NY,14020-9704,Public       ,407,204,611,398,344,742,372,321,693,321,318,639,61,145,206
00678500,SCHENECTADY COUNTY COMMUNITY CLG        ,NY,12305-2294,Public       ,359,266,625,301,244,545,294,264,558,240,259,499,73,139,212
00678700,CLINTON COMMUNITY COLLEGE               ,NY,12901-5690,Public       ,86,48,134,89,81,170,92,92,184,84,77,161,12,30,42
00678800,TOMPKINS CORTLAND COMMUNITY COLLEGE     ,NY,13053-0139,Public       ,251,153,404,222,212,434,285,287,572,240,237,477,54,110,164
00678900,COLUMBIA-GREENE COMMUNITY COLLEGE       ,NY,12534-9543,Public       ,131,80,211,99,111,210,125,154,279,139,219,358,20,58,78
00679100,SUNY AT PURCHASE                        ,NY,10577-1400,Public       ,"4,389",210,"4,599","1,770",252,"2,022",816,180,996,381,133,514,171,49,220
00702200,CUNY-LEHMAN COLLEGE                     ,NY,10468-1589,Public       ,"6,616","2,200","8,816","5,802","3,255","9,057","2,587","2,524","5,111","1,061","1,704","2,765",429,673,"1,102"
00702600,MOUNT SINAI SCHOOL OF MEDICINE          ,NY,10029-0000,Private      ,49,276,325,29,478,507,13,330,343,15,94,109,10,42,52
00710900,SUNY COLLEGE-OLD WESTBURY               ,NY,11568-0210,Public       ,"2,617",394,"3,011","1,647",433,"2,080",962,470,"1,432",571,366,937,195,112,307
00711100,NORTH COUNTRY COMMUNITY COLLEGE         ,NY,12983-2046,Public       ,123,66,189,101,104,205,127,120,247,72,293,365,22,111,133
00726400,MESIFTA TORAH VODAATH RABBINCAL SEM     ,NY,11218-5209,Private      ,2,1,3,,,,4,2,6,30,48,78,11,45,56
00727300,CUNY-BERNARD BARUCH COLLEGE             ,NY,10010-5518,Public       ,"12,458","1,819","14,277","7,235","2,160","9,395","2,938","1,614","4,552","1,476","1,187","2,663",657,560,"1,217"
00730400,CULINARY INSTITUTE OF AMERICA           ,NY,12538-1499,Private      ,"2,266",293,"2,559","1,209",381,"1,590",752,321,"1,073",318,230,548,209,111,320
00737500,ISLAND DRAFTING & TECHNICAL INST        ,NY,11701-2704,Proprietary  ,21,10,31,14,12,26,2,5,7,5,6,11,3,3,6
00738700,LONG ISLAND BEAUTY SCHOOL               ,NY,11788-4346,Proprietary  ,17,25,42,16,21,37,16,30,46,25,33,58,9,23,32
00738800,LONG ISLAND BEAUTY SCHOOL               ,NY,11550-3704,Proprietary  ,9,15,24,10,35,45,8,29,37,16,34,50,7,19,26
00739400,BERKELEY COLLEGE                        ,NY,10017-0000,Proprietary  ,552,464,"1,016",484,"1,075","1,559",193,502,695,177,486,663,111,320,431
00740100,MANDL SCHOOL                            ,NY,10019-5516,Proprietary  ,42,107,149,41,180,221,53,167,220,45,158,203,22,91,113
00746500,AMERICAN ACADEMY OF DRAMATIC ARTS       ,NY,10016-7089,Private      ,363,64,427,311,97,408,100,72,172,49,41,90,28,30,58
00746600,LIM COLLEGE                             ,NY,10022-0000,Proprietary  ,652,139,791,388,152,540,216,118,334,178,125,303,59,74,133
00746800,SCHOOL OF VISUAL ARTS                   ,NY,10010-3994,Proprietary  ,"2,514",270,"2,784","1,196",376,"1,572",274,123,397,142,93,235,130,58,188
00751800,APEX TECHNICAL SCHOOL                   ,NY,11101-4602,Proprietary  ,147,107,254,209,221,430,223,274,497,237,236,473,,,
00752200,CONTINENTAL SCH OF BEAUTY CULTURE       ,NY,14623-3231,Proprietary  ,30,47,77,30,101,131,61,110,171,86,102,188,60,78,138
00752205,CONTINENTAL SCHOOL OF BEAUTY CULTURE - M,NY,13211-1003,Proprietary  ,7,9,16,12,7,19,8,7,15,9,12,21,2,3,5
00753200,FINGER LAKES COMMUNITY COLLEGE          ,NY,14424-8395,Public       ,574,294,868,580,481,"1,061",637,595,"1,232",403,475,878,80,215,295
00757200,AMERICAN MUSICAL AND DRAMATIC ACAD      ,NY,10023-2106,Private      ,"1,176",116,"1,292",976,146,"1,122",432,91,523,250,81,331,84,41,125
00757300,EMPIRE BEAUTY SCHOOL                    ,NY,11103-4028,Proprietary  ,121,245,366,121,285,406,128,219,347,136,237,373,98,192,290
00793809,LINCOLN TECHNICAL INSTITUTE - WHITESTONE,NY,11357-6092,Proprietary  ,147,99,246,249,181,430,170,139,309,211,134,345,113,105,218
00818900,CONTINENTAL SCHOOL OF BEAUTY CULTURE - B,NY,14224-3402,Proprietary  ,5,9,14,9,12,21,23,32,55,17,41,58,10,13,23
00843700,CHAMPLAIN VALLEY - TEC/PRN              ,NY,12901-0000,Public       ,7,1,8,4,6,10,6,8,14,3,15,18,0,5,5
00849500,JAMESTOWN BUSINESS COLLEGE              ,NY,14702-0429,Proprietary  ,72,59,131,46,47,93,50,33,83,36,31,67,6,12,18
00861100,HOSTOS COMMUNITY COLLEGE OF THE CITY UNI,NY,10451-2946,Public       ,"1,761","1,054","2,815","2,605","1,547","4,152","1,597","1,477","3,074",807,"1,130","1,937",323,479,802
00861400,RABBINICAL CLG BOBOVER YESHIVA BNEI     ,NY,11219-3293,Private      ,1,0,1,2,3,5,3,2,5,9,2,11,141,39,180
00878800,STATE UNIVERSITY OF NEW YORK STUDENT LOA,NY,12246-0000,Public       ,112,38,150,46,39,85,22,29,51,17,24,41,11,14,25
00902900,NEIGHBORHOOD PLAYHOUSE                  ,NY,10022-5017,Private      ,8,9,17,7,12,19,6,19,25,4,8,12,1,1,2
00924800,SAMARITAN HOSPITAL SCH NURSING          ,NY,12180-2475,Private      ,18,30,48,19,57,76,20,52,72,8,36,44,5,19,24
00928300,MIDWAY PARIS BEAUTY SCHOOL              ,NY,11385-3453,Proprietary  ,0,1,1,6,3,9,0,1,1,1,1,2,0,1,1
00928400,BRITTANY BEAUTY SCHOOL                  ,NY,11756-1345,Proprietary  ,10,15,25,15,35,50,19,48,67,42,78,120,15,39,54
00933500,MESIVTA EASTERN PKWY RABBINICAL CLG     ,NY,11218-5559,Private      ,2,1,3,2,5,7,3,1,4,9,1,10,9,3,12
00947900,SAINT VINCENTS CMC SI NURSING SCHOOL    ,NY,10304-3850,Proprietary  ,57,172,229,51,175,226,52,136,188,38,123,161,24,76,100
00976900,METROPOLITAN COLLEGE OF NEW YORK        ,NY,10006-1735,Private      ,96,132,228,63,420,483,35,354,389,34,296,330,15,138,153
00992900,SUNY COLLEGE OF OPTOMETRY               ,NY,10036-8003,Public       ,22,59,81,7,164,171,6,149,155,7,27,34,3,11,14
01005100,LA GUARDIA CMTY COLLEGE - CUNY          ,NY,11101-3083,Public       ,"3,000","1,122","4,122","4,511","2,416","6,927","2,582","1,698","4,280","1,605","1,600","3,205",505,665,"1,170"
01005200,JEFFERSON-LEWIS BOCES PRAC NRSGPRG      ,NY,13601-9509,Public       ,1,13,14,7,13,20,4,15,19,2,10,12,0,5,5
01009700,CUNY-MEDGAR W EVERS COLLEGE             ,NY,11225-2010,Public       ,"2,092",787,"2,879","2,544","1,131","3,675","1,231",942,"2,173",546,733,"1,279",223,381,604
01014200,TOURO COLLEGE                           ,NY,10010-2705,Private      ,552,970,"1,522",792,"2,159","2,951",,,,,,,,,
01014700,WESTERN SUFFOLK BOCES                   ,NY,11768-3499,Public       ,36,33,69,25,79,104,46,70,116,45,57,102,9,23,32
01015300,HELENE FULD COL OF NRSNG/N GEN HOSP     ,NY,10035-0000,Private      ,38,207,245,19,188,207,20,250,270,18,233,251,9,88,97
01028600,EMPIRE STATE COLLEGE                    ,NY,12866-4391,Public       ,269,"1,363","1,632",232,"2,012","2,244",328,"2,399","2,727",221,"1,779","2,000",94,952,"1,046"
01037800,RABBINICAL COLLEGE OF LONG ISLAND       ,NY,11561-3244,Private      ,2,0,2,22,0,22,62,0,62,4,1,5,2,2,4
01055100,NEW YORK SCH MED & DENTAL ASSISTANT     ,NY,11101-2327,Proprietary  ,41,27,68,54,61,115,40,55,95,51,50,101,14,33,47
01068400,ERIE COMMUNITY COLLEGE-ALL CAMPUSES     ,NY,14203-2698,Public       ,"1,072",511,"1,583","1,086",812,"1,898","1,113",944,"2,057","1,269","1,105","2,374",248,424,672
01081300,AMERICAN ACAD MCALLISTER INST           ,NY,10019-3604,Private      ,35,82,117,32,234,266,18,81,99,16,59,75,6,40,46
01161400,CHAMPLAIN VALLEY HOSP SCH RAD TECH      ,NY,12901-1490,Private      ,7,2,9,7,1,8,5,2,7,1,1,2,0,1,1
01161700,CENTER FOR ALLIED HEALTH EDUCATION      ,NY,11229-9023,Proprietary  ,48,107,155,67,214,281,68,260,328,66,186,252,30,120,150
01167700,MEMORIAL SLOAN KETTERING CANCER CTR     ,NY,10021-6094,Private      ,3,7,10,1,6,7,1,12,13,1,7,8,3,4,7
01167800,SUNY POLYTECHNIC INSTITUTE              ,NY,13502-1311,Public       ,"2,055",168,"2,223",937,261,"1,198",489,336,825,197,201,398,91,91,182
01182100,YESHIVATH ZICHRON MOSHE                 ,NY,12779-0580,Private      ,0,1,1,1,0,1,0,0,0,78,1,79,32,0,32
01183000,BERK TRADE AND BUSINESS SCHOOL          ,NY,11101-0000,Proprietary  ,39,8,47,17,17,34,22,25,47,27,45,72,29,26,55
01185900,WORD OF LIFE BIBLE INSTITUTE            ,NY,12860-0129,Private      ,173,18,191,147,13,160,159,14,173,76,11,87,15,4,19
01186000,MERCY HOSPITAL SCHOOL OF RADIOGRAPHY    ,NY,11570-1098,Private      ,11,2,13,3,6,9,1,8,9,3,2,5,1,1,2
01192100,WESTCHESTER SCH OF BEAUTY CULTURE       ,NY,10550-2295,Proprietary  ,8,13,21,8,19,27,8,17,25,8,14,22,7,8,15
01201100,TALMUDICAL SEM OHOLEI TORAH             ,NY,11213-3310,Private      ,1,0,1,4,1,5,167,1,168,79,0,79,8,0,8
01220300,MEMORIAL COLLEGE OF NURSING             ,NY,12208-1715,Private      ,20,29,49,10,41,51,17,50,67,11,19,30,6,19,25
01227700,NORTHEAST COLLEGE OF HEALTH SCIENCES    ,NY,13148-0800,Private      ,9,75,84,,,,3,70,73,3,42,45,2,19,21
01229300,VEEB NASSAU COUNTY SCHOOL OF PRACTICAL N,NY,11801-4302,Public       ,6,26,32,9,51,60,13,72,85,28,95,123,3,9,12
01235800,PLAZA COLLEGE                           ,NY,11372-6300,Proprietary  ,69,335,404,78,389,467,46,330,376,44,291,335,30,142,172
01236400,SAINT VINCENTS CATHOLIC MEDICAL CENTERS ,NY,11374-0000,Proprietary  ,28,193,221,32,218,250,49,322,371,47,193,240,26,117,143
01240700,SCHUYLER-CHEMUNG-TIOGA BOCES            ,NY,14901-1089,Public       ,5,16,21,1,23,24,17,51,68,20,37,57,3,10,13
01256100,FIVE TOWNS COLLEGE                      ,NY,11746-5871,Proprietary  ,199,25,224,182,39,221,144,43,187,76,20,96,23,9,32
01258900,ERIE 1 BOCES                            ,NY,14224-0000,Public       ,26,31,57,23,84,107,34,91,125,33,94,127,20,60,80
01265200,ONONDAGA CORTLAND MADISON BOCES         ,NY,13090-0000,Public       ,25,93,118,36,143,179,51,149,200,40,71,111,11,34,45
01278300,OSWEGO COUNTY BOCES ADULT CAREERS       ,NY,13114-4498,Public       ,5,1,6,1,2,3,5,16,21,6,12,18,1,1,2
01302900,BORICUA COLLEGE                         ,NY,10032-1599,Private      ,40,48,88,35,119,154,41,152,193,49,280,329,14,78,92
02056400,CAPRI COSMETOLOGY LEARNING CENTER       ,NY,10954-0000,Proprietary  ,36,51,87,54,89,143,48,87,135,46,73,119,25,38,63
02066200,THE NEW SCHOOL                          ,NY,10011-0000,Private      ,"5,366",623,"5,989","2,567","1,325","3,892",786,510,"1,296",542,386,928,298,197,495
02069000,NEW YORK SCHOOL OF INTERIOR DESIGN      ,NY,10021-0000,Private      ,293,110,403,120,151,271,55,116,171,51,105,156,28,43,71
02093700,LONG ISLAND BUSINESS INSTITUTE-QUEENS   ,NY,11725-0000,Proprietary  ,14,13,27,11,36,47,36,428,464,43,343,386,15,57,72
02098400,HERKIMER COUNTY BOCES                   ,NY,13350-0000,Public       ,3,4,7,3,24,27,2,24,26,6,25,31,1,4,5
02104300,OTSEGO AREA SCHOOL OF PRAC NURSING      ,NY,12167-0000,Public       ,3,1,4,2,0,2,1,4,5,0,4,4,1,0,1
02105900,BRITTANY BEAUTY ACADEMY                 ,NY,11220-0000,Proprietary  ,24,27,51,27,44,71,23,42,65,16,49,65,4,33,37
02110900,CATTARAUGUS/ALLEGANY BOCES              ,NY,14760-0000,Public       ,6,7,13,5,11,16,2,15,17,7,18,25,2,9,11
02124000,ORANGE ULSTER BOCES SCH OF PRAC NRS     ,NY,10924-2410,Public       ,3,8,11,4,20,24,12,46,58,6,22,28,1,6,7
02125500,CIRCLE IN THE SQUARE THEATRE SCHOOL     ,NY,10019-0000,Private      ,15,6,21,14,23,37,11,14,25,5,3,8,1,5,6
02126300,MADISON-ONEIDA BOCES PRAC NRS           ,NY,13478-0000,Public       ,1,6,7,1,6,7,1,8,9,6,26,32,2,10,12
02145800,CAYUGA ONONDAGA BOCES                   ,NY,13021-9430,Public       ,1,3,4,5,10,15,3,25,28,3,17,20,2,3,5
02146000,WAYNE-FINGER LAKES BOCES                ,NY,14513-0000,Public       ,4,16,20,6,38,44,5,34,39,11,12,23,0,5,5
02152000,YESHIVA SHAAR HATORAH ITRI TORAH        ,NY,11418-1469,Private      ,1,0,1,2,0,2,1,0,1,0,0,0,0,0,0
02153600,BROOME-TIOGA BOCES PN PROG              ,NY,13905-0000,Public       ,5,15,20,6,31,37,7,54,61,4,24,28,3,8,11
02157900,ROCHESTER GENERAL-ISABELLA GRAHAM HART S,NY,14621-3007,Private      ,23,138,161,20,72,92,31,84,115,13,64,77,3,13,16
02158200,WSHNGTN-SARTGA-WARN-HMLTN-ESX BOCES     ,NY,12839-1051,Public       ,1,3,4,2,13,15,3,17,20,4,23,27,1,1,2
02160100,GENEVA GENERAL HOSPITAL                 ,NY,14456-0000,Private      ,6,16,22,4,30,34,1,30,31,8,13,21,3,10,13
02169100,DAVIS COLLEGE                           ,NY,13790-0000,Private      ,8,4,12,13,14,27,21,8,29,17,12,29,4,3,7
02170000,SWEDISH INSTITUTE                       ,NY,10001-0000,Proprietary  ,110,527,637,103,399,502,90,328,418,88,251,339,50,202,252
02170200,ALBANY SCHOHARIE SCHENECTADY            ,NY,12205-0000,Public       ,8,19,27,6,30,36,8,31,39,17,83,100,5,17,22
02171900,AILEY SCHOOL (THE)                      ,NY,10019-4402,Private      ,55,8,63,21,13,34,28,20,48,13,13,26,8,13,21
02172800,DUTCHESS COUNTY BOCES SCH PRAC NURS     ,NY,12601-0000,Public       ,5,27,32,4,35,39,10,48,58,12,33,45,2,6,8
02173200,EMPIRE BEAUTY SCHOOL                    ,NY,10001-0000,Proprietary  ,167,296,463,167,411,578,185,337,522,220,315,535,85,230,315
02179400,EASTERN SUFFOLK BOCES                   ,NY,11717-0000,Public       ,39,42,81,37,82,119,75,118,193,105,175,280,18,33,51
02182200,NEW SCHOOL CENTER FOR MEDIA             ,NY,10001-5271,Proprietary  ,32,12,44,,,,8,17,25,9,14,23,4,9,13
02191600,TORAH TEMIMAH TALMUDICAL SEMINARY       ,NY,10312-2137,Private      ,3,1,4,1,0,1,3,1,4,13,3,16,1,17,18
02192500,BELLEVUE HOSP CTR SCH RAD TECH          ,NY,10016-0000,Public       ,11,15,26,11,28,39,1,30,31,5,15,20,1,17,18
02199300,ORLEANS-NIAGARA BOCES                   ,NY,14132-0000,Public       ,3,9,12,4,11,15,7,12,19,1,7,8,0,14,14
02206000,HUNTER BUSINESS SCHOOL                  ,NY,11756-0000,Proprietary  ,110,163,273,88,181,269,120,229,349,110,206,316,67,148,215
02219500,MILDRED ELLEY                           ,NY,12206-1513,Proprietary  ,18,183,201,53,420,473,77,818,895,67,454,521,52,347,399
02235600,ERIE 2-CHAUTAUQUA-CATTARAUGUS BOCES     ,NY,14006-0000,Public       ,2,4,6,1,6,7,17,11,28,9,20,29,1,1,2
02272900,ROCKLAND COUNTY BOCES PRAC NRSG SCH     ,NY,10994-0000,Public       ,0,2,2,1,14,15,6,12,18,4,15,19,1,3,4
02275900,"MODERN WELDING SCHOOL, INC.             ",NY,12304-0000,Proprietary  ,10,9,19,16,17,33,9,17,26,20,12,32,8,14,22
02287800,NATIONAL TRACTOR TRAILER SCHOOL         ,NY,13088-2505,Proprietary  ,0,10,10,6,63,69,3,84,87,0,9,9,0,2,2
02314200,EMPIRE BEAUTY SCHOOL                    ,NY,10566-3805,Proprietary  ,8,6,14,14,10,24,8,14,22,12,7,19,9,3,12
02505900,SH-OR YOSHUV RABBINICAL COLLEGE         ,NY,11691-0000,Private      ,1,0,1,6,1,7,5,1,6,16,1,17,6,1,7
02506000,ASSOCIATED BETH RIVKAH SCHOOLS          ,NY,11225-0000,Private      ,1,1,2,8,2,10,87,1,88,97,4,101,14,1,15
02506100,CITY UNIV OF NEW YORK-CENTRAL           ,NY,10021-0000,Public       ,908,236,"1,144",512,360,872,208,209,417,89,196,285,62,96,158
02511500,JOFFREY BALLET SCHOOL                   ,NY,10011-0000,Proprietary  ,19,2,21,28,3,31,,,,,,,,,
02546000,TRI-STATE COLLEGE OF ACUPUNCTURE        ,NY,10011-5126,Proprietary  ,0,2,2,1,3,4,0,0,0,2,1,3,0,4,4
02546300,YESHIVA OF THE TELSHE ALUMNI            ,NY,10471-0000,Private      ,1,0,1,1,0,1,1,0,1,0,0,0,5,0,5
02550600,TALMUDICAL INST OF UPSTATE NY           ,NY,14607-0000,Private      ,1,0,1,,,,1,0,1,1,0,1,1,0,1
02582000,BNOS ZION OF BOBOV SEMINARY             ,NY,11219-3621,Private      ,2,0,2,0,0,0,26,1,27,52,4,56,31,5,36
02587600,ORLO SCHOOL OF HAIR DESIGN AND COSMETOLO,NY,12206-1723,Proprietary  ,6,6,12,13,11,24,11,13,24,12,7,19,6,7,13
02599400,NEW YORK COLLEGE OF HEALTH PROFESSIONS  ,NY,11791-4413,Private      ,28,28,56,15,120,135,10,17,27,6,40,46,3,33,36
02600100,NEW YORK ACADEMY OF ART (THE)           ,NY,10013-2911,Private      ,194,60,254,93,91,184,40,66,106,43,48,91,18,19,37
02616600,SHEAR EGO INTERNATIONAL SCHOOL OF HAIR D,NY,14617-3501,Proprietary  ,14,16,30,11,30,41,15,29,44,16,26,42,14,24,38
03027701,PACIFIC COLLEGE OF ORIENTAL MEDICINE - N,NY,10038-3901,Proprietary  ,10,109,119,6,161,167,4,127,131,7,109,116,9,78,87
03081600,DELAWARE CHENANGO MADISON OTSEGO BOCES  ,NY,13815-9554,Public       ,2,2,4,2,6,8,1,11,12,5,14,19,0,2,2
03095500,ASA COLLEGE                             ,NY,11201-5208,Proprietary  ,53,122,175,176,543,719,17,69,86,9,73,82,8,45,53
03096200,CHARLES STUART SCHOOL                   ,NY,11229-2004,Proprietary  ,1,3,4,2,5,7,0,3,3,1,3,4,0,3,3
03097800,CARSTEN INSTITUTE OF COSMETOLOGY        ,NY,10017-6302,Proprietary  ,8,5,13,13,10,23,8,10,18,3,5,8,1,8,9
03115300,GENESEE VALLEY BOCES                    ,NY,14020-1099,Public       ,1,11,12,7,14,21,6,15,21,8,27,35,9,18,27
03120700,NEW YORK CONSERVATORY FOR DRAMATIC ARTS ,NY,10011-4225,Proprietary  ,244,39,283,157,45,202,129,43,172,64,30,94,23,17,40
03169300,STUDIO JEWELERS                         ,NY,10016-4112,Proprietary  ,6,6,12,2,4,6,3,12,15,2,7,9,0,7,7
03191300,CUNY SCHOOL OF LAW '(THE)'              ,NY,11101-4356,Public       ,57,245,302,29,493,522,9,263,272,14,156,170,7,46,53
03193300,MANHATTAN SCHOOL OF COMPUTER TECH       ,NY,11230-1617,Private      ,78,34,112,71,85,156,39,101,140,61,556,617,50,292,342
03203300,NEW YORK INSTITUTE OF MASSAGE           ,NY,14221-6021,Proprietary  ,0,10,10,5,29,34,7,49,56,6,19,25,5,26,31
03216300,UNIFICATION THEOLOGICAL SEMINARY        ,NY,10036-7408,Private      ,12,8,20,8,16,24,8,14,22,6,12,18,,,
03358300,ALLEN SCHOOL                            ,NY,11432-4901,Proprietary  ,11,7,18,22,47,69,23,58,81,37,75,112,26,70,96
03358301,ALLEN SCHOOL - BROOKLYN                 ,NY,11201-0000,Proprietary  ,20,37,57,56,127,183,57,153,210,63,130,193,38,118,156
03419400,NORTHEASTERN SEMINARY                   ,NY,14624-1997,Private      ,4,17,21,4,45,49,0,34,34,1,39,40,0,12,12
03433500,LIA SCHORR INSTITUTE OF COSMETIC SKIN CA,NY,10019-2813,Proprietary  ,11,17,28,10,28,38,12,21,33,8,21,29,3,22,25
03443300,NEW YORK COLLEGE OF TRADITIONAL CHINESE ,NY,11501-4005,Private      ,3,19,22,3,28,31,1,11,12,1,23,24,0,4,4
03537300,NEW YORK AUTOMOTIVE & DIESEL INSTIT     ,NY,11101-0000,Proprietary  ,83,61,144,62,65,127,80,66,146,61,65,126,37,35,72
03568300,LEON STUDIO ONE SCHOOL OF BEAUTY KNOWLED,NY,14221-5323,Proprietary  ,1,3,4,3,1,4,2,2,4,6,9,15,4,1,5
03652300,METROPOLITAN LEARNING INSTITUTE         ,NY,11374-2101,Private      ,8,92,100,6,92,98,5,116,121,10,101,111,7,82,89
03665400,CHRISTIE'S EDUCATION                    ,NY,10020-8002,Proprietary  ,0,3,3,0,3,3,0,2,2,0,3,3,0,1,1
03713300,BEIS MEDRASH HEICHAL DOVID              ,NY,11691-4433,Private      ,1,0,1,1,0,1,5,0,5,20,0,20,10,0,10
