OPE ID,School,State,Zip Code,School Type,Dependent Students,Independent Students,Quarterly Total,nan
00308600,OBERLIN COLLEGE                         ,OH,44074-1090,Private      ,"1,342",74,"1,416",
00308900,OHIO NORTHERN UNIVERSITY                ,OH,45810-1555,Private      ,"1,101",188,"1,289",
00309000,OHIO STATE UNIVERSITY-ALL CAMPUSES      ,OH,43210-1358,Public       ,"21,386","8,337","29,723",
00310000,OHIO UNIVERSITY                         ,OH,45701-2979,Public       ,"7,470","2,846","10,316",
00310002,"OHIO UNIVERSITY, ZANESVILLE CAMPUS      ",OH,43701-0000,Public       ,222,143,365,
00310003,"OHIO UNIVERSITY, LANCASTER CAMPUS       ",OH,43130-0000,Public       ,282,123,405,
00310004,"OHIO UNIVERSITY, SOUTHERN CAMPUS        ",OH,45638-0000,Public       ,185,144,329,
00310005,"OHIO UNIVERSITY, CHILLICOTHE CAMPUS     ",OH,45601-0000,Public       ,244,195,439,
00310006,"OHIO UNIVERSITY, EASTERN CAMPUS         ",OH,43950-0000,Public       ,160,56,216,
00310008,OHIO UNIV COLL OF OSTEOPATHIC MED       ,OH,45701-0000,Public       ,2,441,443,
00310900,OHIO WESLEYAN UNIVERSITY                ,OH,43015-2398,Private      ,741,47,788,
00311000,OTTERBEIN UNIVERSITY                    ,OH,43081-2006,Private      ,"1,157",194,"1,351",
00311300,PONTIFICAL COLLEGE JOSEPHINUM           ,OH,43235-1498,Private      ,3,3,6,
00311400,FIRELANDS REGIONAL MEDICAL CENTER - SOUT,OH,44870-4788,Private      ,18,9,27,
00311500,RABBINICAL COLLEGE OF TELSHE            ,OH,44092-2584,Private      ,1,1,2,
00311600,UNIV OF RIO GRANDE                      ,OH,45674-3131,Private      ,345,238,583,
00311900,SINCLAIR COMMUNITY COLLEGE              ,OH,45402-1460,Public       ,"1,609","1,873","3,482",
00312100,TIFFIN UNIVERSITY                       ,OH,44883-2161,Private      ,784,401,"1,185",
00312200,UNITED THEOLOGICAL SEMINARY             ,OH,45426-2308,Private      ,1,96,97,
00312300,UNIVERSITY OF AKRON                     ,OH,44325-6211,Public       ,"3,156","1,304","4,460",
00312500,UNIVERSITY OF CINCINNATI                ,OH,45221-0125,Public       ,"8,475","5,107","13,582",
00312700,UNIVERSITY OF DAYTON                    ,OH,45469-1668,Private      ,"4,017","1,172","5,189",
00313100,UNIVERSITY OF TOLEDO                    ,OH,43606-3390,Public       ,"4,050","2,151","6,201",
00313300,URBANA UNIVERSITY                       ,OH,43078-2091,Private      ,2,7,9,
00313400,URSULINE COLLEGE                        ,OH,44124-4398,Private      ,139,155,294,
00313500,WALSH UNIVERSITY                        ,OH,44720-3396,Private      ,430,290,720,
00314100,WILBERFORCE UNIVERSITY                  ,OH,45384-1001,Private      ,257,90,347,
00314200,WILMINGTON COLLEGE                      ,OH,45177-2499,Private      ,588,95,683,
00314300,WITTENBERG UNIVERSITY                   ,OH,45501-2199,Private      ,696,70,766,
00314400,XAVIER UNIVERSITY                       ,OH,45207-1035,Private      ,"1,994",622,"2,616",
00314500,YOUNGSTOWN STATE UNIVERSITY             ,OH,44555-0001,Public       ,"2,995","1,346","4,341",
00398200,CLEVELAND INSTITUTE OF ART              ,OH,44106-4387,Private      ,311,50,361,
00406000,WINEBRENNER THEOLOGICAL SEMINARY        ,OH,45840-0000,Private      ,0,16,16,
00485200,CLARK STATE COLLEGE                     ,OH,45505-4795,Public       ,422,"1,129","1,551",
00485300,BRADFORD SCHOOL                         ,OH,43219-3129,Proprietary  ,6,22,28,
00485500,DAVIS COLLEGE                           ,OH,43604-2638,Proprietary  ,16,82,98,
00486100,UNIVERSITY OF NORTHWESTERN OHIO         ,OH,45805-1498,Private      ,946,173,"1,119",
00486600,STAUTZENBERGER COLLEGE                  ,OH,43537-4007,Proprietary  ,118,531,649,
00510200,SCH OF DIAGNOSTIC IMAGING-CLEVELAND     ,OH,44119-0000,Private      ,9,13,22,
00512704,BROWN MACKIE COLLEGE-CINCINNATI - BROWN ,OH,44320-4220,Proprietary  ,4,20,24,
00531300,NORTH CENTRAL STATE COLLEGE             ,OH,44906-1546,Public       ,367,293,660,
00575300,OWENS COMMUNITY COLLEGE                 ,OH,43551-0000,Public       ,840,831,"1,671",
00648700,AULTMAN COLLEGE OF NURSING AND HEALTH SC,OH,44710-1799,Private      ,62,87,149,
00648900,CHRIST COLLEGE OF NURSING AND HEALTH SCI,OH,45219-2906,Private      ,126,139,265,
00649400,GOOD SAMARITAN COLG-NURSING/HEALTH      ,OH,45220-2489,Private      ,39,124,163,
00650700,TRINIT HEALTH SYSTEM SCH OF NURSING     ,OH,43952-3512,Private      ,12,11,23,
00680400,LAKELAND COMMUNITY COLLEGE              ,OH,44094-5198,Public       ,425,576,"1,001",
00686700,COLUMBUS STATE COMMUNITY COLLEGE        ,OH,43215-1786,Public       ,"3,179","3,006","6,185",
00703500,KETTERING COLLEGE                       ,OH,45429-1299,Private      ,113,205,318,
00708500,MOUNT VERNON NAZARENE UNIVERSITY        ,OH,43050-9500,Private      ,552,198,750,
00727500,EASTERN GATEWAY COMMUNITY COLLEGE       ,OH,43952-3598,Public       ,"1,418","10,532","11,950",
00747300,CHOFFIN CAREER & TECHNICAL CENTER       ,OH,44503-1628,Public       ,18,34,52,
00759800,HOCKING TECHNICAL COLLEGE               ,OH,45764-9582,Public       ,649,344,993,
00812900,"ADULT & COMMUNITY EDUCATION, COLUMBUS CI",OH,43211-2017,Public       ,12,107,119,
00813200,TOLEDO SCHOOL OF PRACTICAL NURSING      ,OH,43613-5109,Public       ,24,53,77,
00813300,ZANE STATE COLLEGE                      ,OH,43701-2626,Public       ,171,176,347,
00827800,TERRA COMMUNITY COLLEGE                 ,OH,43420-9670,Public       ,158,167,325,
00867700,NORTHWEST STATE COMMUNITY COLLEGE       ,OH,43502-9542,Public       ,231,148,379,
00888600,PORTAGE LAKES CAREER CENTER             ,OH,44685-9554,Public       ,21,29,50,
00915600,WAYNE COUNTY SCHOOLS CAREER CENTER      ,OH,44677-9672,Public       ,6,27,33,
00941200,FORTIS COLLEGE                          ,OH,44221-2998,Proprietary  ,79,427,506,
00953000,GERBER AKRON BEAUTY SCHOOL              ,OH,44313-6995,Proprietary  ,17,22,39,
00953100,SPA SCHOOL (THE)                        ,OH,43214-1524,Proprietary  ,45,114,159,
00966000,TIFFIN ACADEMY OF HAIR DESIGN           ,OH,44883-2833,Proprietary  ,7,7,14,
00994100,BELMONT COLLEGE                         ,OH,43950-9766,Public       ,136,103,239,
00994200,SHAWNEE STATE UNIVERSITY                ,OH,45662-4344,Public       ,680,336,"1,016",
01001700,PAYNE THEOLOGICAL SEMINARY              ,OH,45384-0474,Private      ,0,33,33,
01002700,JAMES A. RHODES STATE COLLEGE           ,OH,45804-3597,Public       ,249,227,476,
01028000,OHIO STATE BEAUTY ACADEMY               ,OH,45807-4950,Proprietary  ,16,19,35,
01032300,HANNAH E MULLINS SCH-PRAC NRSG          ,OH,44460-2906,Public       ,2,11,13,
01034500,CINCINNATI STATE TECH & COMM CLG        ,OH,45223-2690,Public       ,656,"1,360","2,016",
01045300,WASHINGTON STATE CMTY COLLEGE           ,OH,45750-9225,Public       ,195,202,397,
01063000,NORTHERN INSTITUTE OF COSMETOLOGY       ,OH,44052-1803,Proprietary  ,8,20,28,
01073600,MARION TECHNICAL COLLEGE                ,OH,43302-5694,Public       ,220,309,529,
01088000,CHATFIELD COLLEGE                       ,OH,45118-9705,Private      ,6,24,30,
01088100,STARK STATE COLLEGE                     ,OH,44720-7299,Public       ,839,"1,185","2,024",
01090600,CINCINNATI CLG OF MORTUARY SCIENCE      ,OH,45224-1428,Private      ,38,51,89,
01092300,UNION INSTITUTE & UNIVERSITY            ,OH,45206-1925,Private      ,9,230,239,
01099300,HOBART INSTITUTE OF WELDING TECHNOLOGY  ,OH,45373-2400,Private      ,147,35,182,
01104600,CENTRAL OHIO TECHNICAL COLLEGE          ,OH,43055-1767,Public       ,296,529,825,
01170300,PENTA COUNTY JOINT VOCATIONAL SCH       ,OH,43551-0000,Public       ,4,8,12,
01174400,NATIONAL BEAUTY COLLEGE                 ,OH,44720-0000,Proprietary  ,17,57,74,
01174500,OHIO TECHNICAL COLLEGE                  ,OH,44103-1228,Proprietary  ,143,74,217,
01224800,CENTRAL SCHOOL OF PRACTICAL NURSING     ,OH,44131-2155,Private      ,8,58,66,
01275000,EDISON COMMUNITY COLLEGE                ,OH,45356-9239,Public       ,338,360,698,
01283800,LAURA AND ALVIN SIEGAL COLLEGE OF JUDAIC,OH,44122-7197,Private      ,0,1,1,
01284800,MOLER-HOLLYWOOD BEAUTY COLLEGE          ,OH,45213-2577,Proprietary  ,11,79,90,
01287000,SOUTHERN STATE COMMUNITY COLLEGE        ,OH,45133-9406,Public       ,134,217,351,
01289600,"NORTH COAST COLLEGE, THE                ",OH,44107-3002,Proprietary  ,5,12,17,
01313200,INTERNATIONAL CLG OF BROADCASTING       ,OH,45431-1898,Proprietary  ,7,22,29,
02052000,BRIGHTWOOD COLLEGE                      ,OH,45439-1516,Proprietary  ,3,11,14,
02066100,OHIO STATE COLLEGE/BARBER STYLING       ,OH,43213-0000,Proprietary  ,19,56,75,
02073300,GALLIA-JACKSON-VINTON SCH ADULT ED      ,OH,45674-0000,Public       ,22,85,107,
02116900,UPPER VALLEY JVS                        ,OH,45356-0000,Public       ,8,42,50,
02117300,GREAT OAKS CAREER CAMPUSES              ,OH,45241-1581,Public       ,36,59,95,
02140700,CANTON CITY SCHOOLS ADULT CAREER & TECH ,OH,44710-2143,Public       ,6,36,42,
02158500,OHIO BUSINESS COLLEGE                   ,OH,44035-0701,Proprietary  ,15,60,75,
02158501,OHIO BUSINESS COLLEGE                   ,OH,44870-9953,Proprietary  ,12,42,54,
02158506,OHIO BUSINESS COLLEGE - DAYTON - DRIVING,OH,45326-1585,Proprietary  ,7,21,28,
02168100,TRI COUNTY CAREER CENTER/ADULT CENTER   ,OH,45764-0000,Public       ,17,22,39,
02187900,ASHTABULA COUNTY TECHNICAL AND CAREER CA,OH,44047-0000,Public       ,16,41,57,
02189000,MID-EAST CAREER & TECH CENTERS-ADULT ED ,OH,43701-4600,Public       ,54,134,188,
02190700,FORTIS COLLEGE                          ,OH,45459-0000,Proprietary  ,69,523,592,
02192100,BUTLER TECHNOLOGY AND CAREER DEVELOPMENT,OH,45011-0000,Public       ,53,118,171,
02196300,COLLINS CAREER TECHNICAL CENTER         ,OH,45619-0000,Public       ,37,111,148,
02210800,MEDINA COUNTY CAREER CENTER             ,OH,44256-0000,Public       ,8,14,22,
02220500,GOD'S BIBLE SCHOOL & COLLEGE            ,OH,45210-0000,Private      ,27,48,75,
02220800,CAREER & TECHNOLOGY EDUCATION CENTERS OF,OH,43055-0000,Public       ,34,61,95,
02239800,PIONEER CAREER & TECHNOLOGY CENTER      ,OH,44875-9704,Public       ,3,2,5,
02245600,WARREN COUNTY CAREER CENTER             ,OH,45036-0000,Public       ,20,34,54,
02246300,ROSS MEDICAL EDUCATION CENTER           ,OH,45246-3317,Proprietary  ,21,94,115,
02263700,MIAMI VALLEY CAREER TECHNOLOGY CTR      ,OH,45315-4531,Public       ,25,72,97,
02272700,COLUMBIANA COUNTY CAREER CENTER         ,OH,44432-0000,Public       ,13,49,62,
02287900,RAPHAEL'S SCHOOL OF BEAUTY CULTURE      ,OH,44446-0000,Proprietary  ,21,62,83,
02301400,EAST OHIO COLLEGE                       ,OH,43920-9139,Proprietary  ,26,66,92,
02304700,TRI-RIVERS CAREER CENTER                ,OH,43302-0000,Public       ,10,60,70,
02315500,TOLEDO ACADEMY OF BEAUTY CULTURE - EAST ,OH,43616-0000,Proprietary  ,14,46,60,
02324400,ALLSTATE HAIRSTYLING & BARBER CLG       ,OH,44113-0000,Proprietary  ,19,52,71,
02328500,MOLER-PICKENS BEAUTY COLLEGE            ,OH,45014-0000,Proprietary  ,10,32,42,
02334300,EMPIRE BEAUTY SCHOOL                    ,OH,45239-3926,Proprietary  ,26,103,129,
02336300,KNOX COUNTY CAREER CENTER               ,OH,43050-4298,Public       ,13,48,61,
02336700,CUYAHOGA VALLEY CAREER CENTER           ,OH,44141-1296,Public       ,10,46,56,
02337700,PROFESSIONAL SKILLS INSTITUTE           ,OH,43607-0000,Proprietary  ,19,281,300,
02339710,ROSS COLLEGE-CANTON                     ,OH,44718-3674,Proprietary  ,6,37,43,
02351500,NORTHERN CAREER INSTITUTE               ,OH,44095-0000,Public       ,3,86,89,
02352800,POLARIS CAREER CENTER-ADULT ED DEPT     ,OH,44130-0000,Public       ,31,64,95,
02354200,SCIOTO COUNTY JOINT VOCATIONAL SCH      ,OH,45648-0000,Public       ,27,43,70,
02454400,NORTHEAST OHIO MEDICAL UNIVERSITY       ,OH,44272-9621,Public       ,17,538,555,
02497800,GREENE COUNTY CAREER CENTER             ,OH,45385-9545,Public       ,2,11,13,
02519300,OHIO STATE SCH COSMETOLOGY              ,OH,43110-2754,Proprietary  ,41,57,98,
02522700,EASTLAND-FAIRFIELD CAREER AND TECHNICAL ,OH,43125-0000,Public       ,10,24,34,
02529500,HAMRICK SCHOOL                          ,OH,44256-0000,Proprietary  ,1,9,10,
02545800,INNER STATE BEAUTY SCHOOLS              ,OH,44124-0000,Proprietary  ,0,0,0,
02553000,MODERN COLLEGE OF DESIGN (THE)          ,OH,45440-0000,Proprietary  ,77,5,82,
02560000,CASAL AVEDA INSTITUTE                   ,OH,44446-4693,Proprietary  ,19,39,58,
02560700,PICKAWAY ROSS CO JOINT VOC TECH SCH     ,OH,45601-3977,Public       ,12,41,53,
02562300,APOLLO CAREER CENTER-ADULT EDUC         ,OH,45806-0000,Public       ,32,85,117,
02563000,RAPHAELS SCHOOL OF BEAUTY CULTURE       ,OH,44601-2847,Proprietary  ,42,135,177,
02568600,MAHONING COUNTY CAREER & TECH CENTR     ,OH,44406-0000,Public       ,9,6,15,
02586400,TRUMBULL CAREER & TECH CENTER-ADULT     ,OH,44483-1997,Public       ,12,38,50,
02588500,OHIO STATE SCHOOL OF COSMETOLOGY        ,OH,43056-2300,Proprietary  ,26,30,56,
02603800,LORAIN COUNTY JVS ADULT CAREER CTR      ,OH,44074-9799,Public       ,15,19,34,
02620000,SANDUSKY CAREER CENTER                  ,OH,44870-1630,Public       ,5,28,33,
03015100,ALLIANCE CAREER CENTER                  ,OH,44601-2899,Public       ,6,18,24,
03015300,EHOVE CAREER CENTER                     ,OH,44846-9500,Public       ,33,83,116,
03023700,MADISON ADULT CAREER CENTER             ,OH,44905-2718,Public       ,9,28,37,
03034200,WASHINGTON COUNTY CAREER CENTER ADULT TE,OH,45750-9290,Public       ,25,34,59,
03051400,AUBURN CAREER CENTER                    ,OH,44077-9723,Public       ,11,33,44,
03051500,BROWN & CLERMONT ADULT CAREER CAMPUSES  ,OH,45106-9502,Public       ,2,10,12,
03065900,BUCKEYE CAREER CENTER                   ,OH,44663-9437,Public       ,14,33,47,
03067600,RAPHAEL'S SCHOOL OF BEAUTY CULTURE      ,OH,44512-2222,Proprietary  ,17,43,60,
03068200,OHIO MEDIA SCHOOL                       ,OH,44125-6273,Proprietary  ,7,44,51,
03068202,OHIO MEDIA SCHOOL - COLUMBUS CAMPUS     ,OH,43213-2571,Proprietary  ,31,48,79,
03071900,MOUNT CARMEL COLLEGE OF NURSING         ,OH,43222-1598,Private      ,156,235,391,
03078004,OHIO MEDIA SCHOOL                       ,OH,45212-3187,Proprietary  ,6,13,19,
03079000,ETI TECHNICAL COLLEGE                   ,OH,44446-4398,Proprietary  ,15,82,97,
03084800,DELAWARE AREA CAREER CENTER             ,OH,43015-8969,Public       ,6,9,15,
03084801,DELAWARE AREA CAREER CENTER -           ,OH,43015-9001,Public       ,3,4,7,
03095600,VANTAGE CAREER CENTER                   ,OH,45891-1378,Public       ,1,27,28,
03097000,MERCY COLLEGE OF OHIO                   ,OH,43604-1132,Private      ,104,422,526,
03100100,PARAMOUNT BEAUTY ACADEMY                ,OH,45662-4136,Proprietary  ,5,19,24,
03116200,DAYTON BARBER COLLEGE                   ,OH,45342-4196,Proprietary  ,12,49,61,
03116400,VANGUARD-SENTINELL VOC SCH DISTRICT     ,OH,43420-1197,Public       ,4,5,9,
03117000,ASHLAND COUNTY-W HOLMES CAREER CTR      ,OH,44805-0000,Public       ,3,9,12,
03319300,CREATIVE IMAGES INSTITUTE OF COSMETOLOGY,OH,45414-2557,Proprietary  ,36,81,117,
03319301,CREATIVE IMAGES INSTITUTE OF COSMETOLOGY,OH,45459-0000,Proprietary  ,16,44,60,
03425300,ROSEDALE BIBLE COLLEGE                  ,OH,43029-9501,Private      ,36,3,39,
03457300,ALLEGHENY WESLEYAN COLLEGE              ,OH,44460-9598,Private      ,12,7,19,
03475400,TRI-STATE BIBLE COLLEGE                 ,OH,45680-8402,Private      ,1,5,6,
03534400,AMERICAN INST OF ALTERNATIVE MEDICI     ,OH,43229-1113,Proprietary  ,26,286,312,
03583300,OHIO INSTITUTE OF ALLIED HEALTH         ,OH,45424-3646,Private      ,6,66,72,
03626300,BROWN AVEDA INSTITUTE                   ,OH,44060-6212,Proprietary  ,53,124,177,
03776400,ORION INSTITUTE                         ,OH,43551-3138,Proprietary  ,6,28,34,
03837300,AVEDA FREDRIC'S INSTITUTE               ,OH,45069-2794,Proprietary  ,85,123,208,
04038304,ATA COLLEGE - CINCINNATI                ,OH,45246-1616,Proprietary  ,13,175,188,
04068300,FOUR COUNTY CAREER CENTER               ,OH,43502-9541,Public       ,2,6,8,
04074300,HONDROS COLLEGE OF NURSING              ,OH,43081-3855,Proprietary  ,144,"1,428","1,572",
04117300,DAYTON SCHOOL OF MEDICAL MASSAGE        ,OH,45429-1111,Proprietary  ,23,176,199,
04118300,NORTHCOAST MEDICAL TRAINING ACADEMY     ,OH,44240-4174,Proprietary  ,7,20,27,
04126000,PAUL MITCHELL THE SCHOOL CLEVELAND      ,OH,44087-3107,Proprietary  ,54,67,121,
04137800,AVEDA INSTITUTE COLUMBUS                ,OH,43201-2333,Proprietary  ,92,220,312,
04149100,PAUL MITCHELL THE SCHOOL CINCINNATI     ,OH,45241-1702,Proprietary  ,49,62,111,
04149101,PAUL MITCHELL THE SCHOOL CINCINNATI - TO,OH,43560-2539,Proprietary  ,20,47,67,
04153300,PAUL MITCHELL THE SCHOOL COLUMBUS       ,OH,43231-6038,Proprietary  ,45,82,127,
04166800,SUMMIT SALON ACADEMY                    ,OH,45551-0000,Proprietary  ,25,25,50,
04177300,OHIO MEDICAL CAREER COLLEGE             ,OH,45417-4094,Proprietary  ,13,161,174,
04185900,ELITE SCHOOL OF COSMETOLOGY             ,OH,44857-2714,Proprietary  ,8,25,33,
04189100,SALON INSTITUTE - TOLEDO CAMPUS         ,OH,43615-1731,Proprietary  ,18,25,43,
04192200,ATHENA CAREER ACADEMY                   ,OH,43615-6800,Proprietary  ,10,167,177,
04206700,ELITE WELDING ACADEMY                   ,OH,45246-1013,Proprietary  ,15,20,35,
04206703,ELITE WELDING ACADEMY -                 ,OH,45680-8849,Proprietary  ,1,6,7,
04220900,NATIONAL PERSONAL TRAINING INSTITUTE OF ,OH,43065-0000,Proprietary  ,0,2,2,
04224300,VALOR CHRISTIAN COLLEGE                 ,OH,43216-0800,Private      ,17,66,83,
04225700,CLEVELAND BARBER COLLEGE                ,OH,44124-0000,Proprietary  ,17,63,80,
04235000,FELBRY COLLEGE SCHOOL OF NURSING        ,OH,43231-2256,Proprietary  ,23,123,146,
04244300,ANTIOCH COLLEGE                         ,OH,45387-1683,Private      ,48,31,79,
04254900,CINCINNATI SCHOOL OF BARBERING & HAIR DE,OH,45239-5538,Proprietary  ,12,27,39,
04266100,APEX ACADEMY HAIR SKIN NAILS SCHOOL OF C,OH,44906-1793,Proprietary  ,11,18,29,
04269000,GLOBAL TECH COLLEGE                     ,OH,43623-4234,Proprietary  ,5,30,35,
04277400,ELITE ACADEMY OF HAIR DESIGN            ,OH,43912-2513,Proprietary  ,10,16,26,
04289800,MERYMA'AT BARBER COLLEGE                ,OH,44111-2604,Proprietary  ,9,19,28,
04292800,MASON ANTHONY SCHOOL OF COSMETOLOGY ARTS,OH,43026-8252,Proprietary  ,34,117,151,
04293900,LAKEWOOD UNIVERSITY                     ,OH,44112-3044,Private      ,12,35,47,
04303000,ACADEMIA MEDICAL INSTITUTE              ,OH,43204-0000,Proprietary  ,15,46,61,
        ,INVALID SCHOOL CODE                     ,  ,00000-0000,,131,275,406,
00134500,ADAMS STATE UNIVERSITY                  ,CO,81102-2373,Public       ,489,547,"1,036",
00134600,ARAPAHOE COMMUNITY COLLEGE              ,CO,80160-9002,Public       ,662,997,"1,659",
00134700,COLORADO COLLEGE                        ,CO,80903-3294,Private      ,"1,069",237,"1,306",
00134800,COLORADO SCHOOL OF MINES                ,CO,80401-1887,Public       ,"2,473",459,"2,932",
00134900,UNIVERSITY OF NORTHERN COLORADO         ,CO,80639-0001,Public       ,"3,056","1,486","4,542",
00135000,COLORADO STATE UNIVERSITY               ,CO,80523-0100,Public       ,"10,086","3,707","13,793",
00135200,DENVER  SEMINARY                        ,CO,80120-2192,Private      ,1,128,129,
00135300,FORT LEWIS COLLEGE                      ,CO,81301-3999,Public       ,"1,190",271,"1,461",
00135400,ILIFF SCHOOL OF THEOLOGY                ,CO,80210-0000,Private      ,0,63,63,
00135500,LAMAR COMMUNITY COLLEGE                 ,CO,81052-3999,Public       ,92,48,140,
00135800,COLORADO MESA UNIVERSITY                ,CO,81501-3122,Public       ,"2,244",655,"2,899",
00135900,COLORADO NORTHWESTERN COMMUNITY COLLEGE ,CO,81648-3598,Public       ,112,104,216,
00136000,METROPOLITAN STATE UNIVERSITY OF DENVER ,CO,80204-3362,Public       ,"3,254","2,792","6,046",
00136100,NORTHEASTERN JUNIOR COLLEGE             ,CO,80751-2399,Public       ,214,71,285,
00136200,OTERO JUNIOR COLLEGE                    ,CO,81050-3346,Public       ,109,106,215,
00136300,REGIS UNIVERSITY                        ,CO,80221-1099,Private      ,"1,271","1,416","2,687",
00136500,COLORADO STATE UNIVERSITY-PUEBLO        ,CO,81001-4901,Public       ,"1,178",697,"1,875",
00136800,TRINIDAD STATE JR COLLEGE               ,CO,81082-2396,Public       ,194,169,363,
00137000,UNIVERSITY OF COLORADO-BOULDER          ,CO,80309-0077,Public       ,"12,029","3,888","15,917",
00137100,UNIVERSITY OF DENVER                    ,CO,80208-2000,Private      ,"3,104","4,349","7,453",
00137200,WESTERN COLORADO UNIVERSITY             ,CO,81231-0000,Public       ,834,175,"1,009",
00450300,ALTIERUS CAREER COLLEGE                 ,CO,80916-3548,Private      ,12,23,35,
00450600,COLORADO MOUNTAIN COLLEGE               ,CO,81601-3307,Public       ,478,371,849,
00450700,ALTIERUS CAREER COLLEGE                 ,CO,80229-4339,Private      ,6,15,21,
00450800,UNIVERSITY OF COLORADO DENVER           ,CO,80204-2029,Public       ,"3,879","4,497","8,376",
00450900,UNIV OF COLORADO AT COLO SPRINGS        ,CO,80918-3735,Public       ,"3,244","1,742","4,986",
00559600,EMILY GRIFFITH TECHNICAL COLLEGE        ,CO,80203-2197,Public       ,314,389,703,
00729700,SPARTAN COLLEGE OF AERONAUTICS AND TECHN,CO,80020-9988,Proprietary  ,24,63,87,
00758200,AIMS COMMUNITY COLLEGE                  ,CO,80632-0000,Public       ,673,604,"1,277",
00764900,ROCKY MOUNTAIN COLG OF ART & DESIGN     ,CO,80214-0000,Proprietary  ,697,997,"1,694",
00793300,FRONT RANGE COMMUNITY COLLEGE           ,CO,80031-2199,Public       ,"1,430","1,816","3,246",
00793806,LINCOLN COLLEGE OF TECHNOLOGY - DENVER  ,CO,80239-3006,Proprietary  ,300,235,535,
00887100,CONCORDE CAREER INSTITUTE               ,CO,80010-4314,Proprietary  ,114,427,541,
00889600,PIKES PEAK COMMUNITY COLLEGE            ,CO,80906-5498,Public       ,"1,043","1,882","2,925",
00940100,COLORADO CHRISTIAN UNIVERSITY           ,CO,80226-7449,Private      ,762,"2,634","3,396",
00954200,COMMUNITY COLLEGE OF DENVER             ,CO,80217-2026,Public       ,"1,038","1,372","2,410",
00954300,RED ROCKS COMMUNITY COLLEGE             ,CO,80228-1255,Public       ,585,784,"1,369",
00998100,MORGAN COMMUNITY COLLEGE                ,CO,80701-4371,Public       ,89,134,223,
01014800,COLORADO TECHNICAL UNIVERSITY           ,CO,80907-3896,Proprietary  ,600,"14,657","15,257",
01014802,COLORADO TECHNICAL UNIVERSITY - DENVER B,CO,80014-3517,Proprietary  ,53,556,609,
01157200,COLORADO SCHOOL OF TRADES               ,CO,80215-2996,Proprietary  ,20,55,75,
01267000,BEL-REA INST OF ANIMAL TECH             ,CO,80247-3048,Proprietary  ,73,56,129,
01285000,INTERNATIONAL SALON AND SPA ACADEMY     ,CO,80918-3684,Proprietary  ,35,84,119,
01287500,PICKENS TECHNICAL COLLEGE               ,CO,80011-9307,Public       ,216,248,464,
01300700,NAZARENE BIBLE COLLEGE                  ,CO,80920-4275,Private      ,6,89,95,
02078900,ART INSTITUTE OF COLORADO (THE)         ,CO,80203-2172,Proprietary  ,80,76,156,
02116300,PUEBLO COMMUNITY COLLEGE                ,CO,81004-0000,Public       ,385,771,"1,156",
02117500,NAROPA UNIVERSITY                       ,CO,80302-0000,Private      ,75,532,607,
02156200,TECHNICAL COLLEGE OF THE ROCKIES        ,CO,81416-0000,Public       ,26,32,58,
02165200,SALON PROFESSIONAL ACADEMY (THE)        ,CO,81501-5309,Proprietary  ,6,7,13,
02211901,CHEEKS INTERNATIONAL ACADEMY OF BEAUTY C,CO,80538-1685,Proprietary  ,7,23,30,
02253700,INTELLITEC COLLEGE                      ,CO,80909-0000,Proprietary  ,61,220,281,
02276900,COMMUNITY COLLEGE OF AURORA             ,CO,80011-9036,Public       ,578,832,"1,410",
02594300,COLLEGEAMERICA DENVER                   ,CO,80222-3380,Private      ,5,23,28,
03006300,INST OF BUSINESS & MEDICAL CAREERS      ,CO,80525-3044,Proprietary  ,70,159,229,
03010622,VIRGINIA COLLEGE - ECOTECH INSTITUTE - A,CO,80012-4627,Proprietary  ,1,3,4,
03014900,PLATT COLLEGE                           ,CO,80014-3141,Proprietary  ,16,129,145,
03027400,AVALON INSTITUTE                        ,CO,80014-1193,Proprietary  ,41,89,130,
03066900,INTELLITEC COLLEGE                      ,CO,81506-3994,Proprietary  ,106,293,399,
03068201,OHIO MEDIA SCHOOL - COLORADO MEDIA SCHL ,CO,80214-4129,Proprietary  ,1,32,33,
03306300,MONTESSORI EDUC CRT OF THE ROCKIES      ,CO,80205-4972,Private      ,5,10,15,
03545300,UNIVERSITY OF THE ROCKIES               ,CO,80202-1787,Proprietary  ,19,28,47,
03584400,COLORADO SCHOOL OF HEALING ARTS         ,CO,80226-4332,Proprietary  ,12,60,72,
03670300,TONI & GUY HAIRDRESSING ACADEMY         ,CO,80911-0000,Proprietary  ,25,61,86,
03686300,COLORADO SCHOOL OF TRADITIONAL CHINESE M,CO,80206-2127,Proprietary  ,2,36,38,
03776300,AUGUSTE ESCOFFIER SCHOOL OF CULINARY ART,CO,80305-5961,Proprietary  ,549,"4,029","4,578",
04093300,ACADEMY OF NATURAL THERAPY              ,CO,80631-3425,Proprietary  ,11,35,46,
04100400,TAFT UNIVERSITY SYSTEM (THE)            ,CO,80227-5172,Proprietary  ,1,43,44,
04121200,INSTITUTE OF TAOIST EDUCATION AND ACUPUN,CO,80027-1028,Private      ,0,8,8,
04148300,DENVER COLLEGE OF NURSING               ,CO,80202-1213,Proprietary  ,140,453,593,
04167100,AVEDA INSTITUTE DENVER                  ,CO,80204-0000,Proprietary  ,84,151,235,
04170200,PAUL MITCHELL THE SCHOOL COLORADO SPRING,CO,80903-0000,Proprietary  ,34,88,122,
