OPE ID,School,State,Zip Code,School Type,Dependent Students,Independent Students,Quarterly Total,nan
03626300,BROWN AVEDA INSTITUTE                   ,OH,44060-6212,Proprietary  ,51,85,136,
03776400,ORION INSTITUTE                         ,OH,43551-3138,Proprietary  ,0,5,5,
03837300,AVEDA FREDRIC'S INSTITUTE               ,OH,45069-2794,Proprietary  ,75,95,170,
04038304,ATA COLLEGE - CINCINNATI                ,OH,45246-1616,Proprietary  ,26,177,203,
04068300,FOUR COUNTY CAREER CENTER               ,OH,43502-9541,Public       ,3,8,11,
04074300,HONDROS COLLEGE OF NURSING              ,OH,43081-3855,Proprietary  ,158,"1,337","1,495",
04117300,DAYTON SCHOOL OF MEDICAL MASSAGE        ,OH,45429-1111,Proprietary  ,10,81,91,
04126000,PAUL MITCHELL THE SCHOOL CLEVELAND      ,OH,44087-3107,Proprietary  ,24,36,60,
04137800,AVEDA INSTITUTE COLUMBUS                ,OH,43201-2333,Proprietary  ,81,141,222,
04149100,PAUL MITCHELL THE SCHOOL CINCINNATI     ,OH,45241-1702,Proprietary  ,51,61,112,
04149101,PAUL MITCHELL THE SCHOOL CINCINNATI - TO,OH,43560-2539,Proprietary  ,30,49,79,
04153300,PAUL MITCHELL THE SCHOOL COLUMBUS       ,OH,43231-6038,Proprietary  ,43,53,96,
04166800,SUMMIT SALON ACADEMY                    ,OH,45551-0000,Proprietary  ,19,19,38,
04177300,OHIO MEDICAL CAREER COLLEGE             ,OH,45417-4094,Proprietary  ,20,121,141,
04185900,ELITE SCHOOL OF COSMETOLOGY             ,OH,44857-2714,Proprietary  ,8,24,32,
04189100,SALON INSTITUTE - TOLEDO CAMPUS         ,OH,43615-1731,Proprietary  ,27,26,53,
04192200,ATHENA CAREER ACADEMY                   ,OH,43615-6800,Proprietary  ,20,176,196,
04206700,ELITE WELDING ACADEMY                   ,OH,45246-1013,Proprietary  ,20,16,36,
04206703,ELITE WELDING ACADEMY -                 ,OH,45680-8849,Proprietary  ,6,2,8,
04224300,VALOR CHRISTIAN COLLEGE                 ,OH,43216-0800,Private      ,15,27,42,
04225700,CLEVELAND BARBER COLLEGE                ,OH,44124-0000,Proprietary  ,17,34,51,
04235000,FELBRY COLLEGE SCHOOL OF NURSING        ,OH,43231-2256,Proprietary  ,27,92,119,
04244300,ANTIOCH COLLEGE                         ,OH,45387-1683,Private      ,157,31,188,
04254900,CINCINNATI SCHOOL OF BARBERING & HAIR DE,OH,45239-5538,Proprietary  ,6,35,41,
04266100,APEX ACADEMY HAIR SKIN NAILS SCHOOL OF C,OH,44906-1793,Proprietary  ,5,12,17,
04269000,GLOBAL TECH COLLEGE                     ,OH,43623-4234,Proprietary  ,2,10,12,
04277400,ELITE ACADEMY OF HAIR DESIGN            ,OH,43912-2513,Proprietary  ,6,8,14,
04286100,HAIR ACADEMY                            ,OH,45601-2667,Proprietary  ,6,7,13,
04289800,MERYMA'AT BARBER COLLEGE                ,OH,44111-2604,Proprietary  ,15,26,41,
04292800,MASON ANTHONY SCHOOL OF COSMETOLOGY ARTS,OH,43026-8252,Proprietary  ,35,65,100,
04293900,LAKEWOOD UNIVERSITY                     ,OH,44112-3044,Private      ,19,46,65,
04303000,ACADEMIA MEDICAL INSTITUTE              ,OH,43204-0000,Proprietary  ,23,55,78,
        ,INVALID SCHOOL CODE                     ,  ,00000-0000,,79,181,260,
00134500,ADAMS STATE UNIVERSITY                  ,CO,81102-2373,Public       ,"1,011",579,"1,590",
00134600,ARAPAHOE COMMUNITY COLLEGE              ,CO,80160-9002,Public       ,811,798,"1,609",
00134700,COLORADO COLLEGE                        ,CO,80903-3294,Private      ,"3,976",253,"4,229",
00134800,COLORADO SCHOOL OF MINES                ,CO,80401-1887,Public       ,"6,600",309,"6,909",
00134900,UNIVERSITY OF NORTHERN COLORADO         ,CO,80639-0001,Public       ,"5,935","1,285","7,220",
00135000,COLORADO STATE UNIVERSITY               ,CO,80523-0100,Public       ,"23,016","3,065","26,081",
00135200,DENVER  SEMINARY                        ,CO,80120-2192,Private      ,5,32,37,
00135300,FORT LEWIS COLLEGE                      ,CO,81301-3999,Public       ,"2,922",404,"3,326",
00135400,ILIFF SCHOOL OF THEOLOGY                ,CO,80210-0000,Private      ,4,28,32,
00135500,LAMAR COMMUNITY COLLEGE                 ,CO,81052-3999,Public       ,153,47,200,
00135800,COLORADO MESA UNIVERSITY                ,CO,81501-3122,Public       ,"5,632",961,"6,593",
00135900,COLORADO NORTHWESTERN COMMUNITY COLLEGE ,CO,81648-3598,Public       ,197,69,266,
00136000,METROPOLITAN STATE UNIVERSITY OF DENVER ,CO,80204-3362,Public       ,"7,133","3,683","10,816",
00136100,NORTHEASTERN JUNIOR COLLEGE             ,CO,80751-2399,Public       ,286,59,345,
00136200,OTERO JUNIOR COLLEGE                    ,CO,81050-3346,Public       ,189,81,270,
00136300,REGIS UNIVERSITY                        ,CO,80221-1099,Private      ,"2,284",907,"3,191",
00136500,COLORADO STATE UNIVERSITY-PUEBLO        ,CO,81001-4901,Public       ,"1,864",614,"2,478",
00136800,TRINIDAD STATE JR COLLEGE               ,CO,81082-2396,Public       ,194,123,317,
00137000,UNIVERSITY OF COLORADO-BOULDER          ,CO,80309-0077,Public       ,"36,586","3,172","39,758",
00137100,UNIVERSITY OF DENVER                    ,CO,80208-2000,Private      ,"10,219","2,224","12,443",
00137200,WESTERN COLORADO UNIVERSITY             ,CO,81231-0000,Public       ,"1,850",122,"1,972",
00450300,ALTIERUS CAREER COLLEGE                 ,CO,80916-3548,Private      ,9,19,28,
00450600,COLORADO MOUNTAIN COLLEGE               ,CO,81601-3307,Public       ,694,313,"1,007",
00450700,ALTIERUS CAREER COLLEGE                 ,CO,80229-4339,Private      ,6,11,17,
00450800,UNIVERSITY OF COLORADO DENVER           ,CO,80204-2029,Public       ,"9,200","3,672","12,872",
00450900,UNIV OF COLORADO AT COLO SPRINGS        ,CO,80918-3735,Public       ,"6,868","1,226","8,094",
00559600,EMILY GRIFFITH TECHNICAL COLLEGE        ,CO,80203-2197,Public       ,617,399,"1,016",
00729700,SPARTAN COLLEGE OF AERONAUTICS AND TECHN,CO,80020-9988,Proprietary  ,44,55,99,
00758200,AIMS COMMUNITY COLLEGE                  ,CO,80632-0000,Public       ,924,537,"1,461",
00764900,ROCKY MOUNTAIN COLG OF ART & DESIGN     ,CO,80214-0000,Proprietary  ,674,416,"1,090",
00793300,FRONT RANGE COMMUNITY COLLEGE           ,CO,80031-2199,Public       ,"1,729","1,424","3,153",
00793806,LINCOLN COLLEGE OF TECHNOLOGY - DENVER  ,CO,80239-3006,Proprietary  ,410,181,591,
00887100,CONCORDE CAREER INSTITUTE               ,CO,80010-4314,Proprietary  ,125,300,425,
00889600,PIKES PEAK COMMUNITY COLLEGE            ,CO,80906-5498,Public       ,"1,313","1,811","3,124",
00940100,COLORADO CHRISTIAN UNIVERSITY           ,CO,80226-7449,Private      ,"1,656","1,544","3,200",
00954200,COMMUNITY COLLEGE OF DENVER             ,CO,80217-2026,Public       ,"1,846","1,324","3,170",
00954300,RED ROCKS COMMUNITY COLLEGE             ,CO,80228-1255,Public       ,881,614,"1,495",
00998100,MORGAN COMMUNITY COLLEGE                ,CO,80701-4371,Public       ,112,87,199,
01014800,COLORADO TECHNICAL UNIVERSITY           ,CO,80907-3896,Proprietary  ,336,"3,707","4,043",
01014802,COLORADO TECHNICAL UNIVERSITY - DENVER B,CO,80014-3517,Proprietary  ,88,222,310,
01157200,COLORADO SCHOOL OF TRADES               ,CO,80215-2996,Proprietary  ,57,44,101,
01267000,BEL-REA INST OF ANIMAL TECH             ,CO,80247-3048,Proprietary  ,71,38,109,
01285000,INTERNATIONAL SALON AND SPA ACADEMY     ,CO,80918-3684,Proprietary  ,32,44,76,
01287500,PICKENS TECHNICAL COLLEGE               ,CO,80011-9307,Public       ,314,114,428,
01300700,NAZARENE BIBLE COLLEGE                  ,CO,80920-4275,Private      ,8,28,36,
02078900,ART INSTITUTE OF COLORADO (THE)         ,CO,80203-2172,Proprietary  ,161,81,242,
02116300,PUEBLO COMMUNITY COLLEGE                ,CO,81004-0000,Public       ,447,864,"1,311",
02117500,NAROPA UNIVERSITY                       ,CO,80302-0000,Private      ,75,328,403,
02156200,TECHNICAL COLLEGE OF THE ROCKIES        ,CO,81416-0000,Public       ,28,40,68,
02165200,SALON PROFESSIONAL ACADEMY (THE)        ,CO,81501-5309,Proprietary  ,4,5,9,
02211901,CHEEKS INTERNATIONAL ACADEMY OF BEAUTY C,CO,80538-1685,Proprietary  ,15,11,26,
02253700,INTELLITEC COLLEGE                      ,CO,80909-0000,Proprietary  ,50,134,184,
02276900,COMMUNITY COLLEGE OF AURORA             ,CO,80011-9036,Public       ,951,609,"1,560",
03006300,INST OF BUSINESS & MEDICAL CAREERS      ,CO,80525-3044,Proprietary  ,113,107,220,
03010622,VIRGINIA COLLEGE - ECOTECH INSTITUTE - A,CO,80012-4627,Proprietary  ,3,5,8,
03014900,PLATT COLLEGE                           ,CO,80014-0000,Proprietary  ,17,91,108,
03027400,AVALON INSTITUTE                        ,CO,80014-1193,Proprietary  ,58,73,131,
03066900,INTELLITEC COLLEGE                      ,CO,81506-3994,Proprietary  ,120,369,489,
03068201,OHIO MEDIA SCHOOL - COLORADO MEDIA SCHL ,CO,80214-4129,Proprietary  ,4,5,9,
03306300,MONTESSORI EDUC CRT OF THE ROCKIES      ,CO,80205-4972,Private      ,3,4,7,
03584400,COLORADO SCHOOL OF HEALING ARTS         ,CO,80226-4332,Proprietary  ,17,52,69,
03670300,TONI & GUY HAIRDRESSING ACADEMY         ,CO,80911-0000,Proprietary  ,16,31,47,
03686300,COLORADO SCHOOL OF TRADITIONAL CHINESE M,CO,80206-2127,Proprietary  ,8,22,30,
03776300,AUGUSTE ESCOFFIER SCHOOL OF CULINARY ART,CO,80305-5961,Proprietary  ,484,"2,091","2,575",
04093300,ACADEMY OF NATURAL THERAPY              ,CO,80631-3425,Proprietary  ,13,22,35,
04100400,TAFT UNIVERSITY SYSTEM (THE)            ,CO,80227-5172,Proprietary  ,0,34,34,
04121200,INSTITUTE OF TAOIST EDUCATION AND ACUPUN,CO,80027-1028,Private      ,2,1,3,
04148300,DENVER COLLEGE OF NURSING               ,CO,80202-1213,Proprietary  ,274,280,554,
04167100,AVEDA INSTITUTE DENVER                  ,CO,80204-0000,Proprietary  ,118,131,249,
04170200,PAUL MITCHELL THE SCHOOL COLORADO SPRING,CO,80903-0000,Proprietary  ,31,46,77,
04172500,ROLF INSTITUTE OF STRUCTURAL INTEGRATION,CO,80301-0000,Private      ,2,20,22,
04173800,SALON PROFESSIONAL ACADEMY (THE)        ,CO,80918-2932,Proprietary  ,17,28,45,
04177100,PIMA MEDICAL INSTITUTE                  ,CO,80012-3690,Proprietary  ,156,155,311,
04179700,UNITED BEAUTY COLLEGE                   ,CO,80219-2936,Proprietary  ,36,26,62,
04183700,HEALING ARTS INSTITUTE                  ,CO,80525-3479,Proprietary  ,7,13,20,
04184900,COLLEGE OF INTERNATIONAL ESTHETICS      ,CO,80002-3754,Proprietary  ,8,10,18,
04185000,COLORADO ACADEMY OF VETERINARY TECHNOLOG,CO,80906-4944,Proprietary  ,58,36,94,
04195300,ELEVATE SALON INSTITUTE                 ,CO,80031-6458,Proprietary  ,14,20,34,
04208700,COLORADO STATE UNIVERSITY - GLOBAL CAMPU,CO,80111-0000,Public       ,342,"1,433","1,775",
04218900,ROCKY VISTA UNIVERSITY COLLEGE OF OSTEOP,CO,80134-9498,Proprietary  ,5,198,203,
04221400,PAUL MITCHELL THE SCHOOL DENVER         ,CO,80226-7395,Proprietary  ,48,50,98,
04271000,STACEY JAMES INSTITUTE                  ,CO,80134-3358,Proprietary  ,6,2,8,
04285700,APEX COLLEGE OF VETERINARY TECHNOLOGY   ,CO,80903-3737,Proprietary  ,33,25,58,
04285900,TUANA EUROPEAN BEAUTY ACADEMY           ,CO,80524-3302,Proprietary  ,7,9,16,
04289700,UNITED COLLEGE OF HEALTH AND BEAUTY     ,CO,80113-4634,Proprietary  ,10,2,12,
04299100,NATIONAL INSTITUTE FOR MEDICAL ASSISTANT,CO,80204-1597,Private      ,34,63,97,
00267811,BRYANT & STRATTON COLLEGE - VIRGINIA BEA,VA,23462-4417,Private      ,127,345,472,
00370200,AVERETT UNIVERSITY                      ,VA,24541-3692,Private      ,686,189,875,
00370300,BLUEFIELD COLLEGE                       ,VA,24605-1799,Private      ,287,94,381,
00370400,BRIDGEWATER COLLEGE                     ,VA,22812-1599,Private      ,"1,411",74,"1,485",
00370500,COLLEGE OF WILLIAM & MARY               ,VA,23187-8795,Public       ,"11,495",970,"12,465",
00370600,CHRISTOPHER NEWPORT UNIVERSITY          ,VA,23606-3072,Public       ,"5,166",251,"5,417",
00370700,RICHARD BLAND COLLEGE                   ,VA,23805-7100,Public       ,429,95,524,
00370800,EASTERN MENNONITE UNIVERSITY            ,VA,22802-2462,Private      ,593,70,663,
00370900,EMORY & HENRY COLLEGE                   ,VA,24327-0010,Private      ,"1,324",169,"1,493",
00371100,FERRUM COLLEGE                          ,VA,24088-2612,Private      ,709,62,771,
00371200,TIDEWATER COMMUNITY COLLEGE             ,VA,23510-1910,Public       ,"2,072","2,190","4,262",
00371300,HAMPDEN-SYDNEY COLLEGE                  ,VA,23943-0128,Private      ,525,19,544,
00371400,HAMPTON UNIVERSITY                      ,VA,23668-0099,Private      ,"8,026",739,"8,765",
00371500,HOLLINS UNIVERSITY                      ,VA,24020-0000,Private      ,853,94,947,
00371900,LONGWOOD UNIVERSITY                     ,VA,23909-1899,Public       ,"3,660",325,"3,985",
00372000,UNIVERSITY OF LYNCHBURG                 ,VA,24501-3199,Private      ,"1,434",294,"1,728",
00372100,JAMES MADISON UNIVERSITY                ,VA,22807-3780,Public       ,"24,184","1,176","25,360",
00372300,MARY BALDWIN COLLEGE                    ,VA,24401-3610,Private      ,947,265,"1,212",
00372400,MARYMOUNT UNIVERSITY                    ,VA,22207-4224,Private      ,"1,410",444,"1,854",
00372600,AMERICAN NATIONAL UNIVERSITY            ,VA,24153-4524,Proprietary  ,52,415,467,
00372700,NORTHERN VA CMTY CLG                    ,VA,22003-3743,Public       ,"5,414","2,825","8,239",
00372800,OLD DOMINION UNIVERSITY                 ,VA,23529-0052,Public       ,"12,108","3,987","16,095",
00373200,RADFORD UNIVERSITY                      ,VA,24142-6905,Public       ,"5,600","1,024","6,624",
00373300,RANDOLPH-MACON COLLEGE                  ,VA,23005-5505,Private      ,"1,609",84,"1,693",
00373400,RANDOLPH COLLEGE                        ,VA,24503-1526,Private      ,559,73,632,
00373500,VIRGINIA COMMONWEALTH UNIVERSITY        ,VA,23284-9004,Public       ,"18,035","3,736","21,771",
00373600,ROANOKE COLLEGE                         ,VA,24153-3794,Private      ,"2,778",119,"2,897",
00373700,SHENANDOAH UNIVERSITY                   ,VA,22601-5195,Private      ,"2,507",638,"3,145",
00373800,SOUTHERN VIRGINIA UNIVERSITY            ,VA,24416-3038,Private      ,505,58,563,
00374200,SWEET BRIAR COLLEGE                     ,VA,24595-9998,Private      ,361,21,382,
00374300,UNION PRESBYTERIAN SEMINARY             ,VA,23227-0000,Private      ,1,12,13,
00374400,UNIVERSITY OF RICHMOND                  ,VA,23173-0001,Private      ,"7,132",535,"7,667",
00374500,UNIVERSITY OF VIRGINIA - SFS            ,VA,22903-0000,Public       ,"31,102","2,290","33,392",
00374600,UNIVERSITY OF MARY WASHINGTON           ,VA,22401-5358,Public       ,"3,288",287,"3,575",
00374700,UNIV OF VIRGINIA'S COLLEGE AT WISE      ,VA,24293-4412,Public       ,851,143,994,
00374800,EASTERN SHORE COMMUNITY COLLEGE         ,VA,23410-3001,Public       ,86,59,145,
00374900,GEORGE MASON UNIVERSITY                 ,VA,22030-4444,Public       ,"19,854","4,079","23,933",
00375100,PATRICK HENRY COMMUNITY COLLEGE         ,VA,24112-5311,Public       ,297,177,474,
00375300,VIRGINIA MILITARY INSTITUTE             ,VA,24450-2138,Public       ,823,34,857,
00375400,VIRGINIA POLYTECH INST & STATE UNIV     ,VA,24061-2000,Public       ,"37,512","1,696","39,208",
00375800,DANVILLE COMMUNITY COLLEGE              ,VA,24541-4004,Public       ,245,265,510,
00375900,J. SARGEANT REYNOLDS COMMUNITY CLG      ,VA,23285-0000,Public       ,"1,012","1,277","2,289",
00376000,VIRGINIA WESTERN CMTY COLLEGE           ,VA,24038-0000,Public       ,871,567,"1,438",
00376100,WYTHEVILLE COMMUNITY COLLEGE            ,VA,24382-3308,Public       ,372,278,650,
00376200,VIRGINIA UNIVERSITY OF LYNCHBURG        ,VA,24501-6400,Private      ,102,124,226,
00376400,VIRGINIA STATE UNIVERSITY               ,VA,23806-0001,Public       ,"5,653",863,"6,516",
00376500,NORFOLK STATE UNIVERSITY                ,VA,23504-8000,Public       ,"5,905","1,404","7,309",
00376600,VIRGINIA UNION UNIVERSITY               ,VA,23220-1711,Private      ,889,326,"1,215",
00376700,VIRGINIA WESLEYAN UNIVERSITY            ,VA,23455-0000,Private      ,"1,074",155,"1,229",
00376800,WASHINGTON & LEE UNIVERSITY             ,VA,24450-0303,Private      ,"2,212",251,"2,463",
00400400,JOHN TYLER COMMUNITY COLLEGE            ,VA,23831-5316,Public       ,"1,031",938,"1,969",
00498800,CENTRAL VIRGINIA COMMUNITY COLLEGE      ,VA,24502-2498,Public       ,338,374,712,
00499600,DABNEY S LANCASTER COMMUNITY CLG        ,VA,24422-1000,Public       ,103,81,184,
00522300,NEW RIVER COMMUNITY COLLEGE             ,VA,24084-1127,Public       ,553,288,841,
00681900,BLUE RIDGE COMMUNITY COLLEGE            ,VA,24486-0080,Public       ,514,266,780,
00687100,THOMAS NELSON COMMUNITY COLLEGE         ,VA,23670-0000,Public       ,769,888,"1,657",
00709900,VIRGINIA HIGHLANDS COMMUNITY CLG        ,VA,24210-4210,Public       ,242,227,469,
00726000,SOUTHWEST VIRGINIA COMMUNITY CLG        ,VA,24641-0000,Public       ,275,189,464,
00865900,LORD FAIRFAX COMMUNITY COLLEGE          ,VA,22645-0047,Public       ,463,389,852,
00866000,GERMANNA COMMUNITY COLLEGE              ,VA,22508-0339,Public       ,761,673,"1,434",
00866100,SOUTHSIDE VIRGINIA CMTY CLG             ,VA,23821-2930,Public       ,221,311,532,
00915900,PAUL D CAMP COMMUNITY COLLEGE           ,VA,23851-0737,Public       ,95,115,210,
00916000,RAPPAHANNOCK COMMUNITY COLLEGE          ,VA,23149-2616,Public       ,211,192,403,
00926700,ALTIERUS CAREER COLLEGE                 ,VA,23320-2637,Private      ,1,8,9,
00953500,STAUNTON SCHOOL OF COSMETOLOGY          ,VA,24401-4323,Proprietary  ,6,4,10,
00953700,ASHER INSTITUTE OF HAMPTON              ,VA,23666-0000,Proprietary  ,10,18,28,
00962900,MOUNTAIN EMPIRE COMMUNITY COLLEGE       ,VA,24219-0700,Public       ,310,225,535,
00992800,PIEDMONT VIRGINIA COMMUNITY COLLEGE     ,VA,22902-7589,Public       ,437,317,754,
01004300,BON SECOURS MEMORIAL COLLEGE OF NURSING ,VA,23227-4612,Private      ,117,163,280,
01019800,ECPI UNIVERSITY                         ,VA,23462-6542,Proprietary  ,223,925,"1,148",
01019802,ECPI UNIVERSITY - NEWPORT NEWS          ,VA,23606-4298,Proprietary  ,69,232,301,
01019807,ECPI UNIVERSITY - MANASSAS              ,VA,20109-2665,Proprietary  ,73,132,205,
01019813,ECPI UNIVERSITY - CULINARY INSTITUTE OF ,VA,23513-2448,Proprietary  ,71,46,117,
01019814,ECPI UNIVERSITY - VIRGINIA BEACH HEALTH ,VA,23462-6540,Proprietary  ,51,151,202,
01019815,ECPI UNIVERSITY - RICHMOND SOUTH        ,VA,23236-3659,Proprietary  ,58,130,188,
01019816,ECPI UNIVERSITY - INNSBROOK             ,VA,23060-3359,Proprietary  ,28,48,76,
01019817,ECPI UNIVERSITY - RICHMOND WEST         ,VA,23294-3730,Proprietary  ,60,107,167,
01033800,EASTERN VIRGINIA MEDICAL SCHOOL         ,VA,23501-0000,Public       ,67,340,407,
01159600,SYLVAIN MELLOUL INTERNATIONAL HAIR ACADE,VA,24502-2652,Proprietary  ,13,31,44,
01274400,SOUTHSIDE COLLEGE OF HEALTH SCIENCES    ,VA,23803-5133,Private      ,33,50,83,
02053000,LIBERTY UNIVERSITY                      ,VA,24515-2269,Private      ,"11,586","21,159","32,745",
02111600,SOVAH SCHOOL OF HEALTH PROFESSIONS      ,VA,24541-0000,Proprietary  ,20,12,32,
02128700,CENTRAL SCHOOL OF PRACTICAL NURSING     ,VA,23502-2230,Public       ,29,33,62,
02140000,RIVERSIDE COLLEGE OF HEALTH CAREERS     ,VA,23608-3802,Private      ,59,108,167,
02149901,PAUL MITCHELL THE SCHOOL JACKSONVILLE - ,VA,22102-0000,Proprietary  ,6,12,18,
02149902,PAUL MITCHELL THE SCHOOL JACKSONVILLE - ,VA,22192-0000,Proprietary  ,6,11,17,
02175800,CENTRA COLLEGE                          ,VA,24501-1109,Private      ,44,73,117,
02242400,HENRICO CTY ST MARYS HOSP PRAC NRSG     ,VA,23223-1835,Public       ,9,10,19,
02320900,TIDEWATER TECH                          ,VA,23502-1747,Proprietary  ,66,139,205,
02334400,CENTURA COLLEGE                         ,VA,23452-0000,Proprietary  ,68,188,256,
02358500,BON SECOURS SAINT MARY'S HOSPITAL SCHOOL,VA,23227-4612,Private      ,34,43,77,
02538800,ALLEGIANCE BEAUTY SCHOOL                ,VA,23505-3000,Proprietary  ,17,19,36,
02541200,STRATFORD UNIVERSITY                    ,VA,22314-5202,Proprietary  ,58,86,144,
02617500,ALTIERUS CAREER COLLEGE                 ,VA,22192-6808,Private      ,12,19,31,
03010700,PAUL MITCHELL THE SCHOOL ROANOKE        ,VA,24015-2255,Proprietary  ,29,50,79,
03042800,"VIRGINIA BEACH CITY SCHOOLS, SCH.-PR.NSG",VA,23456-0038,Public       ,18,22,40,
03091300,REGENT UNIVERSITY                       ,VA,23464-9800,Private      ,"1,149","1,996","3,145",
03106500,SENTARA COLLEGE OF HEALTH SCIENCES      ,VA,23320-2843,Private      ,76,103,179,
03126300,AVIATION INSTITUTE OF MAINTENANCE       ,VA,23320-5987,Proprietary  ,27,41,68,
03127500,ADVANCED TECHNOLOGY INSTITUTE           ,VA,23462-2409,Proprietary  ,82,70,152,
03409500,CHESTER CAREER COLLEGE                  ,VA,23836-2516,Proprietary  ,12,54,66,
03455300,CRESCENT COSMETOLOGY UNIVERSITY         ,VA,23666-3115,Proprietary  ,6,8,14,
03559300,APPALACHIAN SCHOOL OF LAW               ,VA,24614-0000,Private      ,11,64,75,
03645400,"RUDY & KELLY ACADEMY, A PAUL MITCHELL PA",VA,23464-6857,Proprietary  ,46,56,102,
03654300,EASTERN VIRGINIA CAREER COLLEGE         ,VA,22408-8605,Proprietary  ,25,91,116,
03709300,EDWARD VIA VIRGINIA CLG OSTEOPATHIC MED ,VA,24060-6360,Private      ,7,118,125,
03872400,DIVINE MERCY UNIVERSITY                 ,VA,20166-3609,Private      ,6,100,106,
03876300,CULPEPER COSMETOLOGY TRAINING CENTER    ,VA,22701-3155,Public       ,10,11,21,
03883400,AVIATION INSTITUTE OF MAINTENANCE       ,VA,20110-4156,Proprietary  ,15,19,34,
03966300,VIRGINIA BEACH THEOLOGICAL SEMINARY     ,VA,23464-6847,Private      ,1,9,10,
04038400,AVI CAREER INSTITUTE                    ,VA,22066-1839,Proprietary  ,1,10,11,
04110300,UNIVERSITY OF MANAGEMENT AND TECHNOLOGY ,VA,22209-1609,Proprietary  ,13,36,49,
04127300,COLUMBIA COLLEGE                        ,VA,22182-2214,Proprietary  ,13,29,42,
04137300,CAYCE/REILLY SCHOOL OF MASSAGE          ,VA,23451-2061,Private      ,1,12,13,
04144000,FAIRFAX UNIVERSITY OF AMERICA           ,VA,22030-0000,Private      ,22,22,44,
04153800,ASCENT COLLEGE                          ,VA,23666-3122,Private      ,9,16,25,
04156200,INSTITUTE OF ADVANCED MEDICAL ESTHETICS ,VA,23005-2111,Proprietary  ,20,34,54,
04169400,NORTHERN VIRGINIA SCHOOL OF THERAPEUTIC ,VA,22042-4302,Proprietary  ,5,21,26,
04179900,TOMORROW'S IMAGE BARBER ACADEMY OF VIRGI,VA,23608-3900,Proprietary  ,4,15,19,
04180600,APPALACHIAN COLLEGE OF PHARMACY         ,VA,24631-9210,Private      ,6,42,48,
04214700,LUCKES BEAUTY ACADEMY                   ,VA,23601-1303,Proprietary  ,7,12,19,
04219000,IGLOBAL UNIVERSITY                      ,VA,22182-2400,Proprietary  ,0,3,3,
04220400,CHRYSM INSTITUTE OF ESTHETICS (THE)     ,VA,23462-2980,Proprietary  ,24,111,135,
04221000,"STANDARD HEALTHCARE SERVICES, COLLEGE OF",VA,22043-0000,Proprietary  ,12,165,177,
04238700,DERMAL SCIENCE INTERNATIONAL AESTHETICS ,VA,20190-5226,Proprietary  ,6,20,26,
04239500,VIRGINIA UNIVERSITY OF INTEGRATIVE MEDIC,VA,22031-5310,Private      ,9,50,59,
04241500,WAVE LEADERSHIP COLLEGE                 ,VA,23454-2140,Private      ,2,5,7,
04258800,KENNY'S BEAUTY ACADEMY                  ,VA,22201-4531,Proprietary  ,3,3,6,
04267700,ESTHETIC INSTITUTE (THE)                ,VA,22182-3818,Proprietary  ,14,46,60,
04269400,CROWN CUTZ ACADEMY BRISTOL              ,VA,24201-3323,Proprietary  ,5,17,22,
04275900,ANOTHER LEVEL BARBERING AND COSMETOLOGY ,VA,23803-3245,Proprietary  ,9,12,21,
04276300,AMERICAN MASSAGE & BODYWORK INSTITUTE   ,VA,22182-2245,Proprietary  ,4,18,22,
04284200,JOLIE HAIR ACADEMY                      ,VA,22066-1841,Proprietary  ,2,0,2,
04285000,LOTUS PROFESSIONAL COLLEGE              ,VA,23229-6323,Proprietary  ,9,53,62,
00107100,ARIZONA WESTERN COLLEGE                 ,AZ,85366-0000,Public       ,"1,451",737,"2,188",
00107200,COCHISE COLLEGE                         ,AZ,85635-2317,Public       ,624,423,"1,047",
00107300,EASTERN ARIZONA COLLEGE                 ,AZ,85552-0769,Public       ,570,244,814,
00107400,GRAND CANYON UNIVERSITY                 ,AZ,85017-3030,Proprietary  ,"18,719","12,047","30,766",
00107600,GLENDALE COMMUNITY COLLEGE              ,AZ,85302-3090,Public       ,"2,788","1,470","4,258",
00107700,MESA COMMUNITY COLLEGE                  ,AZ,85202-4866,Public       ,"2,261","1,717","3,978",
00107800,PHOENIX COLLEGE                         ,AZ,85013-4234,Public       ,"2,172","1,469","3,641",
00107900,YAVAPAI COLLEGE                         ,AZ,86301-3297,Public       ,504,510,"1,014",
00108100,ARIZONA STATE UNIV (ALL CAMPUSES)       ,AZ,85287-0412,Public       ,"62,337","33,816","96,153",
00108200,NORTHERN ARIZONA UNIVERSITY             ,AZ,86011-4108,Public       ,"24,043","3,694","27,737",
00108300,UNIVERSITY OF ARIZONA                   ,AZ,85721-0066,Public       ,"30,584","7,109","37,693",
00165701,MIDWESTERN UNIVERSITY                   ,AZ,85308-0000,Private      ,189,956,"1,145",
00711300,ARIZONA CHRISTIAN UNIVERSITY            ,AZ,85306-7097,Private      ,"1,066",132,"1,198",
00716400,BRYAN UNIVERSITY                        ,AZ,85281-1495,Proprietary  ,38,237,275,
00726600,PIMA COUNTY COMMUNITY COLLEGE           ,AZ,85709-5000,Public       ,"2,814","2,335","5,149",
00728300,CENTRAL ARIZONA COLLEGE                 ,AZ,85228-0000,Public       ,710,445,"1,155",
00822100,UNIVERSAL TECHNICAL INSTITUTE           ,AZ,85323-7946,Proprietary  ,"2,004",801,"2,805",
00824600,DIN COLLEGE                            ,AZ,86556-0126,Public       ,148,182,330,
